date,state,fips,cases,deaths
14-10-2020,District of Columbia,11,16132,638
14-10-2020,Florida,12,741624,15594
14-10-2020,Georgia,13,342302,7298
14-10-2020,Guam,66,4310,62
14-10-2020,Hawaii,15,13834,182
14-10-2020,Idaho,16,50534,520
14-10-2020,Illinois,17,332124,9335
14-10-2020,Indiana,18,141670,3836
14-10-2020,Iowa,19,102905,1505
14-10-2020,Kansas,20,70665,838
14-10-2020,Kentucky,21,85278,1325
14-10-2020,Louisiana,22,176209,5695
14-10-2020,Maine,23,5816,143
14-10-2020,Maryland,24,133413,4022
14-10-2020,Massachusetts,25,140992,9647
14-10-2020,Michigan,26,154409,7270
14-10-2020,Minnesota,27,115996,2233
14-10-2020,Mississippi,28,106817,3140
14-10-2020,Missouri,29,154213,2598
14-10-2020,Montana,30,20321,225
14-10-2020,Nebraska,31,54467,536
14-10-2020,Nevada,32,87527,1694
14-10-2020,New Hampshire,33,9349,458
14-10-2020,New Jersey,34,217812,16191
14-10-2020,New Mexico,35,34290,921
14-10-2020,New York,36,482671,32916
14-10-2020,North Carolina,37,236812,3882
14-10-2020,North Dakota,38,28952,370
14-10-2020,Northern Mariana Islands,69,77,2
14-10-2020,Ohio,39,173665,5033
14-10-2020,Oklahoma,40,102615,1132
14-10-2020,Oregon,41,38175,609
14-10-2020,Pennsylvania,42,180956,8481
14-10-2020,Puerto Rico,72,55516,742
14-10-2020,Rhode Island,44,27164,1147
14-10-2020,South Carolina,45,159809,3593
14-10-2020,South Dakota,46,30215,291
14-10-2020,Tennessee,47,217140,2801
14-10-2020,Texas,48,848168,17276
14-10-2020,Utah,49,89018,529
14-10-2020,Vermont,50,1889,58
14-10-2020,Virgin Islands,78,1328,20
14-10-2020,Virginia,51,161610,3381
14-10-2020,Washington,53,100068,2319
14-10-2020,West Virginia,54,18818,391
14-10-2020,Wisconsin,55,167441,1549
14-10-2020,Wyoming,56,8177,57
15-10-2020,Alabama,1,169162,2756
15-10-2020,Alaska,2,11268,61
15-10-2020,Arizona,4,228748,5789
15-10-2020,Arkansas,5,96524,1645
15-10-2020,California,6,870380,16839
15-10-2020,Colorado,8,82443,2187
15-10-2020,Connecticut,9,62028,4540
15-10-2020,Delaware,10,22560,661
15-10-2020,District of Columbia,11,16166,638
15-10-2020,Florida,12,744980,15735
15-10-2020,Georgia,13,344093,7320
15-10-2020,Guam,66,4396,62
15-10-2020,Hawaii,15,13922,183
15-10-2020,Idaho,16,51471,521
15-10-2020,Illinois,17,336211,9392
15-10-2020,Indiana,18,143617,3864
15-10-2020,Iowa,19,104232,1516
15-10-2020,Kansas,20,70815,838
15-10-2020,Kentucky,21,86410,1341
15-10-2020,Louisiana,22,176952,5707
15-10-2020,Maine,23,5836,144
15-10-2020,Maryland,24,134042,4028
15-10-2020,Massachusetts,25,141579,9672
15-10-2020,Michigan,26,156926,7304
15-10-2020,Minnesota,27,117159,2252
15-10-2020,Mississippi,28,108139,3152
15-10-2020,Missouri,29,156142,2531
15-10-2020,Montana,30,21043,230
15-10-2020,Nebraska,31,55428,546
15-10-2020,Nevada,32,88081,1700
15-10-2020,New Hampshire,33,9426,463
15-10-2020,New Jersey,34,218783,16197
15-10-2020,New Mexico,35,34958,922
15-10-2020,New York,36,484135,32935
15-10-2020,North Carolina,37,239338,3899
15-10-2020,North Dakota,38,29658,375
15-10-2020,Northern Mariana Islands,69,80,2
15-10-2020,Ohio,39,175843,5038
15-10-2020,Oklahoma,40,103836,1143
15-10-2020,Oregon,41,38536,613
15-10-2020,Pennsylvania,42,182502,8496
15-10-2020,Puerto Rico,72,56085,743
15-10-2020,Rhode Island,44,27438,1149
15-10-2020,South Carolina,45,161106,3607
15-10-2020,South Dakota,46,31012,304
15-10-2020,Tennessee,47,219355,2836
15-10-2020,Texas,48,853977,17362
15-10-2020,Utah,49,90488,531
15-10-2020,Vermont,50,1903,58
15-10-2020,Virgin Islands,78,1329,21
15-10-2020,Virginia,51,162941,3388
15-10-2020,Washington,53,100838,2331
15-10-2020,West Virginia,54,19082,393
15-10-2020,Wisconsin,55,171480,1568
15-10-2020,Wyoming,56,8375,57
16-10-2020,Alabama,1,170374,2786
16-10-2020,Alaska,2,11496,62
16-10-2020,Arizona,4,229508,5806
16-10-2020,Arkansas,5,97539,1665
16-10-2020,California,6,874102,16901
16-10-2020,Colorado,8,83712,2196
16-10-2020,Connecticut,9,62830,4542
16-10-2020,Delaware,10,22724,662
16-10-2020,District of Columbia,11,16255,641
16-10-2020,Florida,12,748429,15829
16-10-2020,Georgia,13,345879,7382
16-10-2020,Guam,66,4507,64
16-10-2020,Hawaii,15,14007,184
16-10-2020,Idaho,16,52234,529
16-10-2020,Illinois,17,341219,9447
16-10-2020,Indiana,18,145915,3887
16-10-2020,Iowa,19,105746,1524
16-10-2020,Kansas,20,72509,859
16-10-2020,Kentucky,21,87764,1349
16-10-2020,Louisiana,22,177726,5727
16-10-2020,Maine,23,5865,145
16-10-2020,Maryland,24,134822,4032
16-10-2020,Massachusetts,25,142346,9702
16-10-2020,Michigan,26,159144,7320
16-10-2020,Minnesota,27,119449,2265
16-10-2020,Mississippi,28,109255,3160
16-10-2020,Missouri,29,158764,2550
16-10-2020,Montana,30,21674,235
16-10-2020,Nebraska,31,56724,556
16-10-2020,Nevada,32,88832,1707
16-10-2020,New Hampshire,33,9514,465
16-10-2020,New Jersey,34,219593,16202
16-10-2020,New Mexico,35,35770,928
16-10-2020,New York,36,485838,32944
16-10-2020,North Carolina,37,242032,3938
16-10-2020,North Dakota,38,30522,393
16-10-2020,Northern Mariana Islands,69,80,2
16-10-2020,Ohio,39,177991,5054
16-10-2020,Oklahoma,40,105308,1154
16-10-2020,Oregon,41,38947,620
16-10-2020,Pennsylvania,42,184185,8524
16-10-2020,Puerto Rico,72,56412,758
16-10-2020,Rhode Island,44,27691,1152
16-10-2020,South Carolina,45,162253,3615
16-10-2020,South Dakota,46,31805,307
16-10-2020,Tennessee,47,220099,2847
16-10-2020,Texas,48,859567,17454
16-10-2020,Utah,49,91966,539
16-10-2020,Vermont,50,1915,58
16-10-2020,Virgin Islands,78,1329,21
16-10-2020,Virginia,51,164124,3408
16-10-2020,Washington,53,101533,2338
16-10-2020,West Virginia,54,19580,396
16-10-2020,Wisconsin,55,175652,1588
16-10-2020,Wyoming,56,8665,57
17-10-2020,Alabama,1,171662,2788
17-10-2020,Alaska,2,11710,63
17-10-2020,Arizona,4,230412,5824
17-10-2020,Arkansas,5,98422,1684
17-10-2020,California,6,876258,16940
17-10-2020,Colorado,8,84804,2199
17-10-2020,Connecticut,9,62830,4542
17-10-2020,Delaware,10,22942,664
17-10-2020,District of Columbia,11,16334,641
17-10-2020,Florida,12,752473,15916
17-10-2020,Georgia,13,347468,7429
17-10-2020,Guam,66,4507,64
17-10-2020,Hawaii,15,14101,185
17-10-2020,Idaho,16,52582,532
17-10-2020,Illinois,17,344787,9474
17-10-2020,Indiana,18,148400,3918
17-10-2020,Iowa,19,106698,1528
17-10-2020,Kansas,20,72616,859
17-10-2020,Kentucky,21,88823,1363
17-10-2020,Louisiana,22,177726,5727
17-10-2020,Maine,23,5913,146
17-10-2020,Maryland,24,135463,4036
17-10-2020,Massachusetts,25,142930,9723
17-10-2020,Michigan,26,159259,7323
17-10-2020,Minnesota,27,121143,2270
17-10-2020,Mississippi,28,110006,3171
17-10-2020,Missouri,29,160654,2645
17-10-2020,Montana,30,22284,240
17-10-2020,Nebraska,31,57334,557
17-10-2020,Nevada,32,89848,1709
17-10-2020,New Hampshire,33,9625,466
17-10-2020,New Jersey,34,220527,16204
17-10-2020,New Mexico,35,36343,929
17-10-2020,New York,36,487626,32959
17-10-2020,North Carolina,37,244020,3955
17-10-2020,North Dakota,38,31266,404
17-10-2020,Northern Mariana Islands,69,86,2
17-10-2020,Ohio,39,180225,5067
17-10-2020,Oklahoma,40,106503,1168
17-10-2020,Oregon,41,39316,622
17-10-2020,Pennsylvania,42,185670,8535
17-10-2020,Puerto Rico,72,56650,761
17-10-2020,Rhode Island,44,27691,1152
17-10-2020,South Carolina,45,163214,3637
17-10-2020,South Dakota,46,32611,315
17-10-2020,Tennessee,47,222608,2875
17-10-2020,Texas,48,863993,17518
17-10-2020,Utah,49,93297,541
17-10-2020,Vermont,50,1926,58
17-10-2020,Virgin Islands,78,1335,21
17-10-2020,Virginia,51,165238,3422
17-10-2020,Washington,53,102054,2339
17-10-2020,West Virginia,54,19801,399
17-10-2020,Wisconsin,55,175652,1588
17-10-2020,Wyoming,56,8816,57
18-10-2020,Alabama,1,172626,2788
18-10-2020,Alaska,2,11934,63
18-10-2020,Arizona,4,231149,5827
18-10-2020,Arkansas,5,99066,1704
18-10-2020,California,6,878395,16979
18-10-2020,Colorado,8,85803,2199
18-10-2020,Connecticut,9,62830,4542
18-10-2020,Delaware,10,23093,665
18-10-2020,District of Columbia,11,16370,641
18-10-2020,Florida,12,755012,15966
18-10-2020,Georgia,13,348773,7460
18-10-2020,Guam,66,4507,64
18-10-2020,Hawaii,15,14183,186
18-10-2020,Idaho,16,53092,532
18-10-2020,Illinois,17,348870,9491
18-10-2020,Indiana,18,150005,3937
18-10-2020,Iowa,19,107334,1532
18-10-2020,Kansas,20,72722,859
18-10-2020,Kentucky,21,89538,1372
18-10-2020,Louisiana,22,178869,5750
18-10-2020,Maine,23,5939,146
18-10-2020,Maryland,24,136149,4037
18-10-2020,Massachusetts,25,143660,9737
18-10-2020,Michigan,26,159337,7323
18-10-2020,Minnesota,27,122865,2287
18-10-2020,Mississippi,28,110239,3171
18-10-2020,Missouri,29,162156,2648
18-10-2020,Montana,30,22821,241
18-10-2020,Nebraska,31,58068,557
18-10-2020,Nevada,32,90374,1711
18-10-2020,New Hampshire,33,9694,467
18-10-2020,New Jersey,34,221802,16211
18-10-2020,New Mexico,35,36788,934
18-10-2020,New York,36,489016,32972
18-10-2020,North Carolina,37,246116,3961
18-10-2020,North Dakota,38,31983,409
18-10-2020,Northern Mariana Islands,69,86,2
18-10-2020,Ohio,39,181787,5067
18-10-2020,Oklahoma,40,107299,1171
18-10-2020,Oregon,41,39532,622
18-10-2020,Pennsylvania,42,186772,8555
18-10-2020,Puerto Rico,72,57293,766
18-10-2020,Rhode Island,44,27691,1152
18-10-2020,South Carolina,45,163990,3650
18-10-2020,South Dakota,46,33269,323
18-10-2020,Tennessee,47,225126,2884
18-10-2020,Texas,48,869376,17541
18-10-2020,Utah,49,94394,544
18-10-2020,Vermont,50,1937,58
18-10-2020,Virgin Islands,78,1335,21
18-10-2020,Virginia,51,166138,3433
18-10-2020,Washington,53,102403,2339
18-10-2020,West Virginia,54,20081,399
18-10-2020,Wisconsin,55,175652,1588
18-10-2020,Wyoming,56,9025,57
19-10-2020,Alabama,1,173485,2789
19-10-2020,Alaska,2,12138,63
19-10-2020,Arizona,4,231933,5830
19-10-2020,Arkansas,5,99597,1714
19-10-2020,California,6,882666,16987
19-10-2020,Colorado,8,86727,2207
19-10-2020,Connecticut,9,64021,4554
19-10-2020,Delaware,10,23196,666
19-10-2020,District of Columbia,11,16395,641
19-10-2020,Florida,12,756719,16020
19-10-2020,Georgia,13,350654,7479
19-10-2020,Guam,66,4725,67
19-10-2020,Hawaii,15,14218,186
19-10-2020,Idaho,16,54123,535
19-10-2020,Illinois,17,352449,9520
19-10-2020,Indiana,18,151588,3960
19-10-2020,Iowa,19,108114,1548
19-10-2020,Kansas,20,74616,872
19-10-2020,Kentucky,21,90443,1381
19-10-2020,Louisiana,22,179070,5766
19-10-2020,Maine,23,5962,146
19-10-2020,Maryland,24,136643,4041
19-10-2020,Massachusetts,25,144488,9753
19-10-2020,Michigan,26,164055,7364
19-10-2020,Minnesota,27,124492,2292
19-10-2020,Mississippi,28,110592,3171
19-10-2020,Missouri,29,164249,2660
19-10-2020,Montana,30,23503,242
19-10-2020,Nebraska,31,58817,568
19-10-2020,Nevada,32,90978,1714
19-10-2020,New Hampshire,33,9746,468
19-10-2020,New Jersey,34,222994,16214
19-10-2020,New Mexico,35,37302,935
19-10-2020,New York,36,490015,32990
19-10-2020,North Carolina,37,247551,3969
19-10-2020,North Dakota,38,32642,413
19-10-2020,Northern Mariana Islands,69,86,2
19-10-2020,Ohio,39,183624,5075
19-10-2020,Oklahoma,40,108073,1173
19-10-2020,Oregon,41,39799,630
19-10-2020,Pennsylvania,42,188442,8562
19-10-2020,Puerto Rico,72,57950,768
19-10-2020,Rhode Island,44,28347,1159
19-10-2020,South Carolina,45,164609,3661
19-10-2020,South Dakota,46,33836,323
19-10-2020,Tennessee,47,228267,2896
19-10-2020,Texas,48,874080,17564
19-10-2020,Utah,49,95572,547
19-10-2020,Vermont,50,1946,58
19-10-2020,Virgin Islands,78,1335,21
19-10-2020,Virginia,51,166828,3457
19-10-2020,Washington,53,103323,2357
19-10-2020,West Virginia,54,20293,399
19-10-2020,Wisconsin,55,183177,1624
19-10-2020,Wyoming,56,9311,57
20-10-2020,Alabama,1,174528,2805
20-10-2020,Alaska,2,12349,63
20-10-2020,Arizona,4,232939,5837
20-10-2020,Arkansas,5,100441,1728
20-10-2020,California,6,887094,17067
20-10-2020,Colorado,8,87966,2212
20-10-2020,Connecticut,9,64455,4559
20-10-2020,Delaware,10,23325,668
20-10-2020,District of Columbia,11,16445,642
20-10-2020,Florida,12,760381,16104
20-10-2020,Georgia,13,351990,7494
20-10-2020,Guam,66,4855,67
20-10-2020,Hawaii,15,14302,188
20-10-2020,Idaho,16,55153,541
20-10-2020,Illinois,17,356151,9562
20-10-2020,Indiana,18,153088,4008
20-10-2020,Iowa,19,109210,1576
20-10-2020,Kansas,20,74883,902
20-10-2020,Kentucky,21,91731,1403
20-10-2020,Louisiana,22,179769,5772
20-10-2020,Maine,23,5989,146
20-10-2020,Maryland,24,137229,4050
20-10-2020,Massachusetts,25,145464,9758
20-10-2020,Michigan,26,165949,7386
20-10-2020,Minnesota,27,125584,2299
20-10-2020,Mississippi,28,111322,3202
20-10-2020,Missouri,29,164891,2668
20-10-2020,Montana,30,24201,252
20-10-2020,Nebraska,31,59409,575
20-10-2020,Nevada,32,91679,1728
20-10-2020,New Hampshire,33,9828,468
20-10-2020,New Jersey,34,223982,16227
20-10-2020,New Mexico,35,37896,942
20-10-2020,New York,36,491216,32998
20-10-2020,North Carolina,37,249158,4018
20-10-2020,North Dakota,38,33671,417
20-10-2020,Northern Mariana Islands,69,88,2
20-10-2020,Ohio,39,185639,5083
20-10-2020,Oklahoma,40,109548,1191
20-10-2020,Oregon,41,40149,636
20-10-2020,Pennsylvania,42,189988,8591
20-10-2020,Puerto Rico,72,58643,769
20-10-2020,Rhode Island,44,28649,1164
20-10-2020,South Carolina,45,165493,3696
20-10-2020,South Dakota,46,34457,330
20-10-2020,Tennessee,47,229794,2924
20-10-2020,Texas,48,879949,17644
20-10-2020,Utah,49,96643,552
20-10-2020,Vermont,50,1956,58
20-10-2020,Virgin Islands,78,1337,21
20-10-2020,Virginia,51,167754,3485
20-10-2020,Washington,53,103845,2380
20-10-2020,West Virginia,54,20519,408
20-10-2020,Wisconsin,55,187898,1660
20-10-2020,Wyoming,56,9526,61
21-10-2020,Alabama,1,175674,2828
21-10-2020,Alaska,2,12559,64
21-10-2020,Arizona,4,233948,5854
21-10-2020,Arkansas,5,101596,1751
21-10-2020,California,6,890154,17189
21-10-2020,Colorado,8,89245,2220
21-10-2020,Connecticut,9,64871,4567
21-10-2020,Delaware,10,23375,670
21-10-2020,District of Columbia,11,16498,642
21-10-2020,Florida,12,762525,16209
21-10-2020,Georgia,13,353449,7523
21-10-2020,Guam,66,4937,69
21-10-2020,Hawaii,15,14379,202
21-10-2020,Idaho,16,55922,551
21-10-2020,Illinois,17,360160,9622
21-10-2020,Indiana,18,154822,4023
21-10-2020,Iowa,19,110444,1594
21-10-2020,Kansas,20,76299,952
21-10-2020,Kentucky,21,93110,1424
21-10-2020,Louisiana,22,181132,5790
21-10-2020,Maine,23,6027,146
21-10-2020,Maryland,24,137720,4058
21-10-2020,Massachusetts,25,146166,9780
21-10-2020,Michigan,26,167857,7420
21-10-2020,Minnesota,27,126644,2334
21-10-2020,Mississippi,28,112123,3223
21-10-2020,Missouri,29,167435,2716
21-10-2020,Montana,30,24818,276
21-10-2020,Nebraska,31,60308,586
21-10-2020,Nevada,32,92193,1735
21-10-2020,New Hampshire,33,9917,469
21-10-2020,New Jersey,34,225012,16245
21-10-2020,New Mexico,35,38715,950
21-10-2020,New York,36,493245,33005
21-10-2020,North Carolina,37,251010,4063
21-10-2020,North Dakota,38,34170,427
21-10-2020,Northern Mariana Islands,69,88,2
21-10-2020,Ohio,39,188005,5149
21-10-2020,Oklahoma,40,110855,1210
21-10-2020,Oregon,41,40458,638
21-10-2020,Pennsylvania,42,191347,8629
21-10-2020,Puerto Rico,72,58830,774
21-10-2020,Rhode Island,44,29123,1169
21-10-2020,South Carolina,45,166357,3708
21-10-2020,South Dakota,46,35044,333
21-10-2020,Tennessee,47,232100,2946
21-10-2020,Texas,48,886421,17743
21-10-2020,Utah,49,98037,558
21-10-2020,Vermont,50,1971,58
21-10-2020,Virgin Islands,78,1337,21
21-10-2020,Virginia,51,168772,3515
21-10-2020,Washington,53,104624,2384
21-10-2020,West Virginia,54,20734,413
21-10-2020,Wisconsin,55,192225,1707
21-10-2020,Wyoming,56,9848,61
22-10-2020,Alabama,1,177064,2843
22-10-2020,Alaska,2,12790,64
22-10-2020,Arizona,4,234914,5859
22-10-2020,Arkansas,5,102798,1772
22-10-2020,California,6,896427,17266
22-10-2020,Colorado,8,90639,2224
22-10-2020,Connecticut,9,65373,4569
22-10-2020,Delaware,10,23528,670
22-10-2020,District of Columbia,11,16537,642
22-10-2020,Florida,12,768083,16266
22-10-2020,Georgia,13,355156,7547
22-10-2020,Guam,66,5025,70
22-10-2020,Hawaii,15,14478,205
22-10-2020,Idaho,16,56944,560
22-10-2020,Illinois,17,365120,9663
22-10-2020,Indiana,18,157678,4065
22-10-2020,Iowa,19,112242,1617
22-10-2020,Kansas,20,76546,952
22-10-2020,Kentucky,21,94582,1439
22-10-2020,Louisiana,22,181904,5799
22-10-2020,Maine,23,6064,146
22-10-2020,Maryland,24,138473,4070
22-10-2020,Massachusetts,25,147215,9810
22-10-2020,Michigan,26,170102,7465
22-10-2020,Minnesota,27,128205,2354
22-10-2020,Mississippi,28,113081,3231
22-10-2020,Missouri,29,169311,2734
22-10-2020,Montana,30,25736,279
22-10-2020,Nebraska,31,61285,589
22-10-2020,Nevada,32,93028,1736
22-10-2020,New Hampshire,33,9994,470
22-10-2020,New Jersey,34,226174,16263
22-10-2020,New Mexico,35,39377,953
22-10-2020,New York,36,494874,33022
22-10-2020,North Carolina,37,253418,4110
22-10-2020,North Dakota,38,35057,436
22-10-2020,Northern Mariana Islands,69,88,2
22-10-2020,Ohio,39,190430,5161
22-10-2020,Oklahoma,40,112483,1221
22-10-2020,Oregon,41,40825,647
22-10-2020,Pennsylvania,42,193401,8660
22-10-2020,Puerto Rico,72,59037,783
22-10-2020,Rhode Island,44,29594,1173
22-10-2020,South Carolina,45,167485,3755
22-10-2020,South Dakota,46,36017,347
22-10-2020,Tennessee,47,234079,2983
22-10-2020,Texas,48,891714,17760
22-10-2020,Utah,49,99563,563
22-10-2020,Vermont,50,1987,58
22-10-2020,Virgin Islands,78,1343,21
22-10-2020,Virginia,51,170104,3524
22-10-2020,Washington,53,105364,2389
22-10-2020,West Virginia,54,21057,418
22-10-2020,Wisconsin,55,195853,1730
22-10-2020,Wyoming,56,10119,68
23-10-2020,Alabama,1,180916,2859
23-10-2020,Alaska,2,13067,64
23-10-2020,Arizona,4,235910,5865
23-10-2020,Arkansas,5,104135,1782
23-10-2020,California,6,902328,17316
23-10-2020,Colorado,8,92067,2233
23-10-2020,Connecticut,9,66052,4577
23-10-2020,Delaware,10,23687,678
23-10-2020,District of Columbia,11,16609,642
23-10-2020,Florida,12,771772,16339
23-10-2020,Georgia,13,357319,7584
23-10-2020,Guam,66,5110,70
23-10-2020,Hawaii,15,14617,208
23-10-2020,Idaho,16,58083,568
23-10-2020,Illinois,17,370134,9704
23-10-2020,Indiana,18,160145,4092
23-10-2020,Iowa,19,113596,1629
23-10-2020,Kansas,20,78122,975
23-10-2020,Kentucky,21,96043,1462
23-10-2020,Louisiana,22,182603,5820
23-10-2020,Maine,23,6095,146
23-10-2020,Maryland,24,139185,4078
23-10-2020,Massachusetts,25,148285,9830
23-10-2020,Michigan,26,172128,7485
23-10-2020,Minnesota,27,129916,2367
23-10-2020,Mississippi,28,113876,3238
23-10-2020,Missouri,29,171871,2764
23-10-2020,Montana,30,26600,283
23-10-2020,Nebraska,31,62677,598
23-10-2020,Nevada,32,94044,1739
23-10-2020,New Hampshire,33,10112,471
23-10-2020,New Jersey,34,227219,16273
23-10-2020,New Mexico,35,40168,960
23-10-2020,New York,36,496510,33038
23-10-2020,North Carolina,37,255534,4140
23-10-2020,North Dakota,38,35944,445
23-10-2020,Northern Mariana Islands,69,88,2
23-10-2020,Ohio,39,192948,5184
23-10-2020,Oklahoma,40,113856,1234
23-10-2020,Oregon,41,41357,651
23-10-2020,Pennsylvania,42,195659,8695
23-10-2020,Puerto Rico,72,60984,791
23-10-2020,Rhode Island,44,30118,1177
23-10-2020,South Carolina,45,168549,3777
23-10-2020,South Dakota,46,37202,356
23-10-2020,Tennessee,47,237607,3043
23-10-2020,Texas,48,899390,17874
23-10-2020,Utah,49,101574,567
23-10-2020,Vermont,50,2016,58
23-10-2020,Virgin Islands,78,1346,21
23-10-2020,Virginia,51,171284,3539
23-10-2020,Washington,53,106189,2396
23-10-2020,West Virginia,54,21392,422
23-10-2020,Wisconsin,55,200479,1776
23-10-2020,Wyoming,56,10545,68
24-10-2020,Alabama,1,183276,2866
24-10-2020,Alaska,2,13439,64
24-10-2020,Arizona,4,236898,5870
24-10-2020,Arkansas,5,105318,1797
24-10-2020,California,6,906645,17345
24-10-2020,Colorado,8,93989,2241
24-10-2020,Connecticut,9,66052,4577
24-10-2020,Delaware,10,23847,680
24-10-2020,District of Columbia,11,16706,642
24-10-2020,Florida,12,776243,16416
24-10-2020,Georgia,13,359001,7625
24-10-2020,Guam,66,5144,72
24-10-2020,Hawaii,15,14706,211
24-10-2020,Idaho,16,58964,573
24-10-2020,Illinois,17,376034,9765
24-10-2020,Indiana,18,162886,4118
24-10-2020,Iowa,19,114952,1634
24-10-2020,Kansas,20,78177,975
24-10-2020,Kentucky,21,97501,1469
24-10-2020,Louisiana,22,182603,5820
24-10-2020,Maine,23,6137,146
24-10-2020,Maryland,24,139859,4091
24-10-2020,Massachusetts,25,149488,9839
24-10-2020,Michigan,26,175385,7522
24-10-2020,Minnesota,27,132175,2381
24-10-2020,Mississippi,28,115088,3255
24-10-2020,Missouri,29,173746,2854
24-10-2020,Montana,30,27149,295
24-10-2020,Nebraska,31,63264,607
24-10-2020,Nevada,32,94935,1746
24-10-2020,New Hampshire,33,10238,473
24-10-2020,New Jersey,34,229128,16281
24-10-2020,New Mexico,35,41040,965
24-10-2020,New York,36,498568,33049
24-10-2020,North Carolina,37,258439,4170
24-10-2020,North Dakota,38,36879,453
24-10-2020,Northern Mariana Islands,69,88,2
24-10-2020,Ohio,39,195806,5206
24-10-2020,Oklahoma,40,115685,1245
24-10-2020,Oregon,41,41739,654
24-10-2020,Pennsylvania,42,197370,8721
24-10-2020,Puerto Rico,72,61280,794
24-10-2020,Rhode Island,44,30118,1177
24-10-2020,South Carolina,45,169341,3793
24-10-2020,South Dakota,46,38141,366
24-10-2020,Tennessee,47,240191,3067
24-10-2020,Texas,48,906657,17998
24-10-2020,Utah,49,103137,568
24-10-2020,Vermont,50,2043,58
24-10-2020,Virgin Islands,78,1346,21
24-10-2020,Virginia,51,172372,3578
24-10-2020,Washington,53,106772,2396
24-10-2020,West Virginia,54,21712,422
24-10-2020,Wisconsin,55,205139,1804
24-10-2020,Wyoming,56,10805,68
25-10-2020,Alabama,1,184355,2866
25-10-2020,Alaska,2,13968,64
25-10-2020,Arizona,4,238200,5874
25-10-2020,Arkansas,5,106115,1812
25-10-2020,California,6,909345,17358
25-10-2020,Colorado,8,95742,2244
25-10-2020,Connecticut,9,66052,4577
25-10-2020,Delaware,10,23961,681
25-10-2020,District of Columbia,11,16767,642
25-10-2020,Florida,12,778628,16428
25-10-2020,Georgia,13,360344,7626
25-10-2020,Guam,66,5185,72
25-10-2020,Hawaii,15,14823,211
25-10-2020,Idaho,16,59344,574
25-10-2020,Illinois,17,380065,9788
25-10-2020,Indiana,18,165038,4130
25-10-2020,Iowa,19,116238,1635
25-10-2020,Kansas,20,78241,975
25-10-2020,Kentucky,21,98730,1472
25-10-2020,Louisiana,22,183575,5837
25-10-2020,Maine,23,6201,146
25-10-2020,Maryland,24,140770,4096
25-10-2020,Massachusetts,25,150565,9864
25-10-2020,Michigan,26,175515,7522
25-10-2020,Minnesota,27,133855,2402
25-10-2020,Mississippi,28,115088,3255
25-10-2020,Missouri,29,175243,2857
25-10-2020,Montana,30,27880,298
25-10-2020,Nebraska,31,63849,608
25-10-2020,Nevada,32,95798,1748
25-10-2020,New Hampshire,33,10328,473
25-10-2020,New Jersey,34,230257,16285
25-10-2020,New Mexico,35,41863,967
25-10-2020,New York,36,500201,33059
25-10-2020,North Carolina,37,260128,4183
25-10-2020,North Dakota,38,37724,461
25-10-2020,Northern Mariana Islands,69,88,2
25-10-2020,Ohio,39,198115,5206
25-10-2020,Oklahoma,40,116736,1249
25-10-2020,Oregon,41,42101,654
25-10-2020,Pennsylvania,42,198756,8730
25-10-2020,Puerto Rico,72,62503,801
25-10-2020,Rhode Island,44,30118,1177
25-10-2020,South Carolina,45,170678,3802
25-10-2020,South Dakota,46,39203,375
25-10-2020,Tennessee,47,243508,3105
25-10-2020,Texas,48,910592,18042
25-10-2020,Utah,49,105053,572
25-10-2020,Vermont,50,2073,58
25-10-2020,Virgin Islands,78,1346,21
25-10-2020,Virginia,51,173371,3579
25-10-2020,Washington,53,107270,2396
25-10-2020,West Virginia,54,21906,423
25-10-2020,Wisconsin,55,208917,1814
25-10-2020,Wyoming,56,11041,68
26-10-2020,Alabama,1,185322,2866
26-10-2020,Alaska,2,14316,64
26-10-2020,Arizona,4,239193,5875
26-10-2020,Arkansas,5,106727,1833
26-10-2020,California,6,913707,17398
26-10-2020,Colorado,8,97686,2255
26-10-2020,Connecticut,9,68099,4589
26-10-2020,Delaware,10,24168,685
26-10-2020,District of Columbia,11,16812,642
26-10-2020,Florida,12,782005,16448
26-10-2020,Georgia,13,364275,7644
26-10-2020,Guam,66,5305,76
26-10-2020,Hawaii,15,14858,211
26-10-2020,Idaho,16,60400,582
26-10-2020,Illinois,17,385084,9811
26-10-2020,Indiana,18,167010,4143
26-10-2020,Iowa,19,117198,1657
26-10-2020,Kansas,20,80473,976
26-10-2020,Kentucky,21,99965,1480
26-10-2020,Louisiana,22,183802,5854
26-10-2020,Maine,23,6254,146
26-10-2020,Maryland,24,141334,4099
26-10-2020,Massachusetts,25,151777,9881
26-10-2020,Michigan,26,179624,7551
26-10-2020,Minnesota,27,135425,2406
26-10-2020,Mississippi,28,115763,3263
26-10-2020,Missouri,29,177733,2869
26-10-2020,Montana,30,28580,304
26-10-2020,Nebraska,31,64692,612
26-10-2020,Nevada,32,96330,1751
26-10-2020,New Hampshire,33,10397,475
26-10-2020,New Jersey,34,231473,16292
26-10-2020,New Mexico,35,42586,976
26-10-2020,New York,36,501393,33073
26-10-2020,North Carolina,37,262159,4200
26-10-2020,North Dakota,38,38246,466
26-10-2020,Northern Mariana Islands,69,92,2
26-10-2020,Ohio,39,200231,5217
26-10-2020,Oklahoma,40,117399,1251
26-10-2020,Oregon,41,42454,657
26-10-2020,Pennsylvania,42,201248,8737
